strategy,techns,salary,cost,revenue,proposal,assigned,worker,companies,clients,alltechns,stations
EASY,117,45.0,10530.0,2984.0,574,112,702,8,108,1128,6
EASY,183,45.0,16470.0,5858.0,610,220,1098,8,108,1128,6
HARD,186,45.0,16740.0,0.0,610,0,1116,8,108,1128,6
EASY,117,45.0,10530.0,250.2,574,9,702,8,108,1128,6
EASY,117,45.0,10530.0,250.2,574,9,702,8,108,1128,6
HARD,197,50.0,177300.0,49549.9,5674,1999,10638,8,104,1074,8
HARD,197,50.0,177300.0,24091.9,5674,939,10638,8,104,1074,8
EASY,85,50.0,76500.0,8328.1,4027,343,4590,8,104,1074,8
HARD,197,50.0,177300.0,9274.1,5674,350,10638,8,104,1074,8
HARD,37,50.0,33300.0,6335.8,1752,243,1998,8,104,1074,8
EASY,85,50.0,76500.0,15389.0,4027,644,4590,8,104,1074,8
EASY,191,50.0,171900.0,17722.9,5650,716,10314,8,104,1074,8
EASY,85,50.0,76500.0,10816.9,4027,452,4590,8,104,1074,8
EASY,52,47.0,39104.0,4224.2,2434,179,2496,8,112,934,4
EASY,52,47.0,39104.0,3975.4,2434,170,2496,8,112,934,4
EASY,52,47.0,39104.0,7780.8,2434,332,2496,8,112,934,4
EASY,184,47.0,138368.0,6822.0,5410,258,8832,8,112,934,4
HARD,165,47.0,124080.0,15800.2,5394,617,7920,8,112,934,4
EASY,184,47.0,138368.0,9798.1,5410,406,8832,8,112,934,4
HARD,165,47.0,124080.0,61070.5,5394,2443,7920,8,112,934,4
HARD,80,47.0,60160.0,25363.2,3797,1005,3840,8,112,934,4
EASY,129,33.0,51084.0,1827.1,1335,68,4644,7,35,725,7
HARD,52,33.0,20592.0,5434.6,1270,216,1872,7,35,725,7
HARD,52,33.0,20592.0,6131.8,1270,251,1872,7,35,725,7
HARD,119,33.0,47124.0,4734.4,1335,182,4284,7,35,725,7
EASY,127,33.0,50292.0,1387.0,1335,52,4572,7,35,725,7
HARD,119,33.0,47124.0,11686.3,1335,485,4284,7,35,725,7
EASY,127,33.0,50292.0,2204.9,1335,81,4572,7,35,725,7
HARD,76,42.0,60648.0,34578.4,4123,1381,4332,7,108,653,9
HARD,76,42.0,60648.0,13457.6,4123,531,4332,7,108,653,9
EASY,113,42.0,90174.0,13935.9,5173,565,6441,7,108,653,9
EASY,113,42.0,90174.0,15756.3,5173,656,6441,7,108,653,9
HARD,114,42.0,90972.0,9687.7,5425,367,6498,7,108,653,9
EASY,47,42.0,37506.0,10461.2,2553,444,2679,7,108,653,9
HARD,114,42.0,90972.0,50982.0,5425,2057,6498,7,108,653,9
EASY,139,25.0,20850.0,12019.1,2391,478,2502,8,168,765,6
EASY,74,25.0,11100.0,4596.0,1297,186,1332,8,168,765,6
HARD,62,25.0,9300.0,11780.2,1044,438,1116,8,168,765,6
EASY,139,25.0,20850.0,9579.0,2391,368,2502,8,168,765,6
HARD,62,25.0,9300.0,5782.4,1044,213,1116,8,168,765,6
EASY,139,25.0,20850.0,16976.9,2391,688,2502,8,168,765,6
HARD,76,25.0,11400.0,21099.7,1353,792,1368,8,168,765,6
EASY,74,25.0,11100.0,5639.6,1297,233,1332,8,168,765,6
HARD,110,16.0,3520.0,0.0,110,0,660,8,24,714,4
EASY,22,16.0,704.0,78.0,92,3,132,8,24,714,4
HARD,110,16.0,3520.0,0.0,110,0,660,8,24,714,4
HARD,99,16.0,3168.0,983.3,110,39,594,8,24,714,4
HARD,99,16.0,3168.0,1496.5,110,59,594,8,24,714,4
EASY,82,16.0,2624.0,0.0,110,0,492,8,24,714,4
EASY,82,16.0,2624.0,250.2,110,9,492,8,24,714,4
HARD,110,16.0,3520.0,0.0,110,0,660,8,24,714,4
EASY,142,49.0,27832.0,250.2,1196,9,1704,7,112,950,7
HARD,196,49.0,38416.0,16169.9,1232,643,2352,7,112,950,7
HARD,83,49.0,16268.0,4843.8,917,192,996,7,112,950,7
HARD,196,49.0,38416.0,8500.0,1232,320,2352,7,112,950,7
EASY,108,49.0,21168.0,967.2,1031,39,1296,7,112,950,7
EASY,142,49.0,27832.0,492.9,1196,18,1704,7,112,950,7
HARD,83,49.0,16268.0,261.3,923,11,996,7,112,950,7
HARD,145,43.0,49880.0,19612.6,3365,784,3480,10,175,1154,7
HARD,123,43.0,42312.0,16321.3,2892,619,2952,10,175,1154,7
HARD,145,43.0,49880.0,15501.8,3365,607,3480,10,175,1154,7
EASY,59,43.0,20296.0,3545.0,1391,141,1416,10,175,1154,7
HARD,123,43.0,42312.0,10969.6,2892,407,2952,10,175,1154,7
HARD,145,43.0,49880.0,9599.4,3365,400,3480,10,175,1154,7
HARD,123,43.0,42312.0,12125.2,2892,485,2952,10,175,1154,7
EASY,97,43.0,33368.0,10037.7,2239,421,2328,10,175,1154,7
EASY,97,43.0,33368.0,1935.2,2239,79,2328,10,175,1154,7
EASY,97,43.0,33368.0,2973.7,2239,123,2328,10,175,1154,7
EASY,139,26.0,39754.0,10505.5,3087,418,4587,7,100,617,5
HARD,69,26.0,19734.0,9948.0,2219,398,2277,7,100,617,5
HARD,69,26.0,19734.0,13520.1,2219,547,2277,7,100,617,5
HARD,89,26.0,25454.0,6517.0,2694,246,2937,7,100,617,5
HARD,89,26.0,25454.0,10726.4,2694,421,2937,7,100,617,5
EASY,73,26.0,20878.0,5211.7,2229,216,2409,7,100,617,5
HARD,89,26.0,25454.0,20966.9,2694,850,2937,7,100,617,5
HARD,39,49.0,34398.0,18722.9,1797,711,2106,8,144,779,9
HARD,162,49.0,142884.0,29132.9,7294,1147,8748,8,144,779,9
HARD,39,49.0,34398.0,13240.0,1797,501,2106,8,144,779,9
EASY,131,49.0,115542.0,4866.0,6135,183,7074,8,144,779,9
EASY,131,49.0,115542.0,6046.0,6135,228,7074,8,144,779,9
EASY,131,49.0,115542.0,51701.6,6135,2104,7074,8,144,779,9
HARD,39,49.0,34398.0,23142.0,1797,882,2106,8,144,779,9
EASY,107,49.0,94374.0,49982.3,5238,2083,5778,8,144,779,9
HARD,56,23.0,23184.0,48184.3,2550,1803,3024,7,189,578,7
HARD,39,23.0,16146.0,12838.3,1854,474,2106,7,189,578,7
HARD,39,23.0,16146.0,24782.8,1854,921,2106,7,189,578,7
HARD,56,23.0,23184.0,9813.2,2550,354,3024,7,189,578,7
EASY,109,23.0,45126.0,8150.0,5682,319,5886,7,189,578,7
EASY,170,23.0,70380.0,95105.9,8454,3786,9180,7,189,578,7
EASY,109,23.0,45126.0,69271.6,5682,2804,5886,7,189,578,7
HARD,104,46.0,66976.0,41285.5,4315,1606,4368,9,152,642,8
HARD,34,46.0,21896.0,8455.5,1152,324,1428,9,152,642,8
EASY,48,46.0,30912.0,10275.0,1990,430,2016,9,152,642,8
HARD,34,46.0,21896.0,2749.5,1152,99,1428,9,152,642,8
HARD,104,46.0,66976.0,11900.5,4315,446,4368,9,152,642,8
EASY,188,46.0,121072.0,56117.3,6220,2263,7896,9,152,642,8
HARD,34,46.0,21896.0,16391.0,1152,627,1428,9,152,642,8
EASY,48,46.0,30912.0,1805.0,1990,72,2016,9,152,642,8
EASY,48,46.0,30912.0,15642.9,1990,659,2016,9,152,642,8
HARD,149,16.0,9536.0,4158.1,1362,171,1788,9,110,900,5
HARD,70,16.0,4480.0,5912.7,822,219,840,9,110,900,5
EASY,90,16.0,5760.0,0.0,989,0,1080,9,110,900,5
EASY,96,16.0,6144.0,5914.0,1049,225,1152,9,110,900,5
EASY,90,16.0,5760.0,1922.0,989,73,1080,9,110,900,5
EASY,96,16.0,6144.0,0.0,1049,0,1152,9,110,900,5
EASY,90,16.0,5760.0,0.0,989,0,1080,9,110,900,5
HARD,149,16.0,9536.0,14122.1,1362,559,1788,9,110,900,5
HARD,70,16.0,4480.0,3555.6,822,138,840,9,110,900,5
EASY,68,43.0,11696.0,247.4,701,9,816,9,72,531,6
EASY,68,43.0,11696.0,949.6,701,37,816,9,72,531,6
HARD,98,43.0,16856.0,11290.0,835,449,1176,9,72,531,6
EASY,47,43.0,8084.0,2935.0,524,114,564,9,72,531,6
EASY,68,43.0,11696.0,2118.0,701,78,816,9,72,531,6
HARD,44,43.0,7568.0,1289.4,518,48,528,9,72,531,6
HARD,44,43.0,7568.0,3324.8,518,128,528,9,72,531,6
EASY,47,43.0,8084.0,0.0,521,0,564,9,72,531,6
EASY,47,43.0,8084.0,0.0,521,0,564,9,72,531,6
HARD,66,24.0,11088.0,960.3,1308,39,1386,9,156,1220,6
HARD,110,24.0,18480.0,13142.1,2282,510,2310,9,156,1220,6
HARD,110,24.0,18480.0,10974.8,2282,437,2310,9,156,1220,6
EASY,196,24.0,32928.0,12964.0,3168,486,4116,9,156,1220,6
HARD,66,24.0,11088.0,6853.6,1308,252,1386,9,156,1220,6
EASY,196,24.0,32928.0,14851.0,3168,619,4116,9,156,1220,6
EASY,196,24.0,32928.0,6419.5,3168,262,4116,9,156,1220,6
HARD,110,24.0,18480.0,12423.7,2282,482,2310,9,156,1220,6
EASY,170,24.0,28560.0,4000.8,2988,162,3570,9,156,1220,6
EASY,187,28.0,89012.0,2169.2,2729,81,9537,9,54,1540,6
EASY,128,28.0,60928.0,494.7,2729,18,6528,9,54,1540,6
EASY,128,28.0,60928.0,3128.3,2729,117,6528,9,54,1540,6
EASY,187,28.0,89012.0,500.5,2729,18,9537,9,54,1540,6
HARD,194,28.0,92344.0,4566.0,2729,171,9894,9,54,1540,6
HARD,194,28.0,92344.0,24799.8,2729,1025,9894,9,54,1540,6
HARD,164,28.0,78064.0,15374.6,2729,638,8364,9,54,1540,6
HARD,194,28.0,92344.0,8734.0,2729,345,9894,9,54,1540,6
HARD,164,28.0,78064.0,7774.7,2729,316,8364,9,54,1540,6
HARD,23,34.0,10166.0,6409.2,700,256,897,7,45,773,9
EASY,180,34.0,79560.0,3999.3,1856,154,7020,7,45,773,9
HARD,24,34.0,10608.0,3886.0,774,151,936,7,45,773,9
EASY,180,34.0,79560.0,6949.9,1856,283,7020,7,45,773,9
EASY,122,34.0,53924.0,3174.0,1856,120,4758,7,45,773,9
EASY,122,34.0,53924.0,11537.2,1856,448,4758,7,45,773,9
EASY,122,34.0,53924.0,11030.5,1856,444,4758,7,45,773,9
EASY,179,24.0,60144.0,10705.4,2950,439,7518,6,70,627,5
HARD,62,24.0,20832.0,10776.6,2409,423,2604,6,70,627,5
EASY,135,24.0,45360.0,14243.2,2950,572,5670,6,70,627,5
HARD,54,24.0,18144.0,4296.0,2145,160,2268,6,70,627,5
EASY,135,24.0,45360.0,3141.8,2950,120,5670,6,70,627,5
HARD,62,24.0,20832.0,30966.9,2409,1236,2604,6,70,627,5
HARD,53,26.0,27560.0,19987.2,3096,768,3180,8,180,733,9
EASY,124,26.0,64480.0,54407.1,6969,2242,7440,8,180,733,9
EASY,52,26.0,27040.0,31472.9,3084,1329,3120,8,180,733,9
HARD,109,26.0,56680.0,16287.0,6525,626,6540,8,180,733,9
EASY,124,26.0,64480.0,15023.3,6969,590,7440,8,180,733,9
HARD,109,26.0,56680.0,68353.2,6525,2693,6540,8,180,733,9
HARD,53,26.0,27560.0,28377.0,3114,1095,3180,8,180,733,9
HARD,109,26.0,56680.0,37354.2,6525,1472,6540,8,180,733,9
HARD,155,45.0,76725.0,7573.9,1415,316,5115,9,45,1007,5
HARD,155,45.0,76725.0,5566.4,1415,223,5115,9,45,1007,5
HARD,155,45.0,76725.0,7231.6,1415,298,5115,9,45,1007,5
EASY,122,45.0,60390.0,995.5,1415,37,4026,9,45,1007,5
EASY,67,45.0,33165.0,2963.0,1397,112,2211,9,45,1007,5
EASY,67,45.0,33165.0,4598.8,1397,171,2211,9,45,1007,5
EASY,122,45.0,60390.0,1227.2,1415,45,4026,9,45,1007,5
EASY,122,45.0,60390.0,742.1,1415,27,4026,9,45,1007,5
HARD,42,45.0,20790.0,4560.7,1213,186,1386,9,45,1007,5
HARD,101,45.0,13635.0,0.0,439,0,909,8,56,696,7
EASY,22,45.0,2970.0,0.0,189,0,198,8,56,696,7
HARD,101,45.0,13635.0,0.0,439,0,909,8,56,696,7
EASY,22,45.0,2970.0,1420.0,189,56,198,8,56,696,7
EASY,148,45.0,19980.0,3057.0,440,111,1332,8,56,696,7
HARD,101,45.0,13635.0,0.0,439,0,909,8,56,696,7
EASY,22,45.0,2970.0,0.0,189,0,198,8,56,696,7
HARD,179,45.0,24165.0,6901.0,440,273,1611,8,56,696,7
EASY,183,29.0,79605.0,15654.0,6686,669,8235,11,156,1493,6
EASY,131,29.0,56985.0,1963.4,5468,80,5895,11,156,1493,6
HARD,69,29.0,30015.0,10013.4,3033,384,3105,11,156,1493,6
EASY,183,29.0,79605.0,11713.0,6686,442,8235,11,156,1493,6
HARD,69,29.0,30015.0,7424.9,3033,273,3105,11,156,1493,6
HARD,69,29.0,30015.0,14976.9,3033,576,3105,11,156,1493,6
HARD,172,29.0,74820.0,27171.2,6649,1074,7740,11,156,1493,6
EASY,183,29.0,79605.0,11858.0,6686,499,8235,11,156,1493,6
EASY,131,29.0,56985.0,8299.3,5465,349,5895,11,156,1493,6
HARD,172,29.0,74820.0,58337.4,6649,2338,7740,11,156,1493,6
EASY,131,29.0,56985.0,7574.9,5465,317,5895,11,156,1493,6
EASY,108,15.0,21060.0,12098.6,4097,498,4212,8,203,1031,7
EASY,126,15.0,24570.0,28464.0,4757,1175,4914,8,203,1031,7
EASY,126,15.0,24570.0,26265.5,4757,1095,4914,8,203,1031,7
EASY,108,15.0,21060.0,5255.0,4097,207,4212,8,203,1031,7
HARD,171,15.0,33345.0,13695.5,6458,512,6669,8,203,1031,7
HARD,95,15.0,18525.0,56244.5,3636,2154,3705,8,203,1031,7
HARD,171,15.0,33345.0,36694.3,6458,1430,6669,8,203,1031,7
EASY,126,15.0,24570.0,19011.6,4757,788,4914,8,203,1031,7
HARD,41,39.0,4797.0,0.0,354,0,369,9,144,981,6
EASY,114,39.0,13338.0,0.0,938,0,1026,9,144,981,6
EASY,114,39.0,13338.0,0.0,938,0,1026,9,144,981,6
HARD,41,39.0,4797.0,3681.9,354,132,369,9,144,981,6
HARD,184,39.0,21528.0,12419.8,1226,469,1656,9,144,981,6
EASY,114,39.0,13338.0,0.0,938,0,1026,9,144,981,6
EASY,148,39.0,17316.0,0.0,1172,0,1332,9,144,981,6
HARD,41,39.0,4797.0,2226.9,351,84,369,9,144,981,6
HARD,184,39.0,21528.0,13299.7,1226,541,1656,9,144,981,6
EASY,29,33.0,7656.0,2226.4,690,92,696,11,102,410,6
HARD,28,33.0,7392.0,4491.7,528,165,672,11,102,410,6
EASY,63,33.0,16632.0,9423.2,1418,370,1512,11,102,410,6
HARD,26,33.0,6864.0,4757.7,510,171,624,11,102,410,6
EASY,63,33.0,16632.0,4515.4,1418,176,1512,11,102,410,6
HARD,28,33.0,7392.0,7130.7,528,267,672,11,102,410,6
EASY,29,33.0,7656.0,4260.9,690,178,696,11,102,410,6
HARD,26,33.0,6864.0,5878.3,510,219,624,11,102,410,6
EASY,29,33.0,7656.0,4523.1,690,190,696,11,102,410,6
HARD,26,33.0,6864.0,6990.0,510,261,624,11,102,410,6
EASY,63,33.0,16632.0,11164.1,1418,451,1512,11,102,410,6
EASY,158,36.0,34128.0,6147.5,1191,254,2844,8,60,948,6
EASY,192,36.0,41472.0,1858.8,1191,75,3456,8,60,948,6
EASY,158,36.0,34128.0,2355.3,1191,95,2844,8,60,948,6
HARD,134,36.0,28944.0,7588.8,1190,288,2412,8,60,948,6
EASY,192,36.0,41472.0,1338.0,1191,49,3456,8,60,948,6
HARD,38,36.0,8208.0,2618.9,665,103,684,8,60,948,6
HARD,38,36.0,8208.0,3676.0,665,141,684,8,60,948,6
HARD,38,36.0,8208.0,4947.0,665,186,684,8,60,948,6
EASY,185,46.0,153180.0,4587.9,1774,186,9990,7,32,765,4
EASY,27,46.0,22356.0,5317.6,1177,223,1458,7,32,765,4
HARD,66,46.0,54648.0,13108.0,1760,528,3564,7,32,765,4
EASY,27,46.0,22356.0,1386.0,1177,53,1458,7,32,765,4
HARD,90,46.0,74520.0,4857.7,1774,191,4860,7,32,765,4
EASY,185,46.0,153180.0,7931.3,1774,313,9990,7,32,765,4
EASY,185,46.0,153180.0,7116.5,1774,280,9990,7,32,765,4
EASY,27,45.0,23085.0,6369.2,1514,274,1539,9,98,886,7
EASY,27,45.0,23085.0,6346.4,1514,273,1539,9,98,886,7
HARD,61,45.0,52155.0,25943.1,3399,1026,3477,9,98,886,7
EASY,173,45.0,147915.0,7961.0,5551,299,9861,9,98,886,7
HARD,61,45.0,52155.0,11341.7,3399,441,3477,9,98,886,7
HARD,164,45.0,140220.0,33712.8,5551,1345,9348,9,98,886,7
EASY,173,45.0,147915.0,18727.8,5551,748,9861,9,98,886,7
EASY,27,45.0,23085.0,4679.7,1510,200,1539,9,98,886,7
EASY,173,45.0,147915.0,23653.2,5551,963,9861,9,98,886,7
EASY,33,39.0,10296.0,2619.8,725,110,792,8,66,394,6
HARD,28,39.0,8736.0,4641.9,596,174,672,8,66,394,6
EASY,33,39.0,10296.0,845.7,725,34,792,8,66,394,6
EASY,51,39.0,15912.0,2005.0,1034,78,1224,8,66,394,6
HARD,94,39.0,29328.0,8772.5,1508,340,2256,8,66,394,6
EASY,33,39.0,10296.0,1491.4,725,62,792,8,66,394,6
HARD,28,39.0,8736.0,4560.8,596,174,672,8,66,394,6
HARD,94,39.0,29328.0,14487.8,1508,584,2256,8,66,394,6
HARD,22,44.0,16456.0,5130.5,966,195,1122,11,92,536,4
HARD,31,44.0,23188.0,4116.3,1395,156,1581,11,92,536,4
EASY,21,44.0,15708.0,1537.2,1069,63,1071,11,92,536,4
EASY,21,44.0,15708.0,1575.0,1069,63,1071,11,92,536,4
HARD,22,44.0,16456.0,2049.4,966,75,1122,11,92,536,4
EASY,112,44.0,83776.0,31659.8,4490,1278,5712,11,92,536,4
HARD,31,44.0,23188.0,11818.9,1395,450,1581,11,92,536,4
EASY,112,44.0,83776.0,4000.0,4490,149,5712,11,92,536,4
EASY,112,44.0,83776.0,28855.4,4490,1160,5712,11,92,536,4
HARD,31,44.0,23188.0,17601.8,1395,672,1581,11,92,536,4
EASY,21,44.0,15708.0,10277.8,1069,436,1071,11,92,536,4
EASY,78,31.0,33852.0,28468.4,3243,1191,3276,10,232,1104,8
EASY,78,31.0,33852.0,24143.3,3243,1015,3276,10,232,1104,8
HARD,141,31.0,61194.0,28997.9,5898,1135,5922,10,232,1104,8
HARD,141,31.0,61194.0,18085.1,5898,678,5922,10,232,1104,8
HARD,119,31.0,51646.0,14904.1,4986,546,4998,10,232,1104,8
HARD,119,31.0,51646.0,47874.6,4986,1863,4998,10,232,1104,8
HARD,141,31.0,61194.0,37061.3,5898,1464,5922,10,232,1104,8
EASY,84,31.0,36456.0,4329.2,3485,170,3528,10,232,1104,8
HARD,119,31.0,51646.0,22658.5,4986,876,4998,10,232,1104,8
EASY,84,31.0,36456.0,22935.6,3485,952,3528,10,232,1104,8
EASY,174,44.0,130152.0,4918.0,2634,186,8874,11,49,1132,7
EASY,174,44.0,130152.0,6033.5,2634,226,8874,11,49,1132,7
HARD,95,44.0,71060.0,7945.8,2600,321,4845,11,49,1132,7
EASY,174,44.0,130152.0,1472.0,2634,55,8874,11,49,1132,7
HARD,119,44.0,89012.0,4231.5,2627,163,6069,11,49,1132,7
EASY,21,44.0,15708.0,221.7,968,9,1071,11,49,1132,7
EASY,21,44.0,15708.0,149.9,968,6,1071,11,49,1132,7
HARD,95,44.0,71060.0,7385.4,2600,292,4845,11,49,1132,7
EASY,21,44.0,15708.0,154.0,968,6,1071,11,49,1132,7
HARD,119,44.0,89012.0,20144.9,2627,835,6069,11,49,1132,7
HARD,119,44.0,89012.0,12913.0,2627,535,6069,11,49,1132,7
EASY,24,49.0,9408.0,1575.0,576,63,576,7,225,558,9
HARD,87,49.0,34104.0,31611.8,2061,1191,2088,7,225,558,9
EASY,24,49.0,9408.0,1800.0,576,72,576,7,225,558,9
HARD,132,49.0,51744.0,15645.3,3136,579,3168,7,225,558,9
HARD,87,49.0,34104.0,19628.2,2061,735,2088,7,225,558,9
EASY,180,49.0,70560.0,67917.4,4025,2692,4320,7,225,558,9
EASY,24,49.0,9408.0,3282.2,576,133,576,7,225,558,9
EASY,171,48.0,73872.0,7972.8,3557,310,4617,7,136,926,8
HARD,69,48.0,29808.0,22213.0,1777,857,1863,7,136,926,8
EASY,171,48.0,73872.0,8638.8,3557,336,4617,7,136,926,8
HARD,69,48.0,29808.0,5707.2,1777,210,1863,7,136,926,8
HARD,148,48.0,63936.0,15477.5,3405,594,3996,7,136,926,8
EASY,149,48.0,64368.0,18909.7,3341,770,4023,7,136,926,8
EASY,149,48.0,64368.0,16007.5,3341,651,4023,7,136,926,8
EASY,117,43.0,100620.0,88451.7,6243,3517,7020,4,126,309,6
HARD,31,43.0,26660.0,14849.8,1458,543,1860,4,126,309,6
HARD,80,43.0,68800.0,78097.4,4688,2929,4800,4,126,309,6
EASY,81,43.0,69660.0,15212.0,4587,607,4860,4,126,309,6
HARD,99,40.0,71280.0,19884.3,5163,771,5346,7,189,931,9
HARD,192,40.0,138240.0,19909.0,9095,761,10368,7,189,931,9
EASY,115,40.0,82800.0,33334.0,5889,1380,6210,7,189,931,9
EASY,26,40.0,18720.0,14556.6,1404,613,1404,7,189,931,9
EASY,115,40.0,82800.0,8185.0,5889,320,6210,7,189,931,9
HARD,192,40.0,138240.0,78905.2,9095,3151,10368,7,189,931,9
HARD,192,40.0,138240.0,73807.6,9095,2937,10368,7,189,931,9
HARD,121,50.0,24200.0,2872.4,1355,120,1452,9,132,973,6
EASY,68,50.0,13600.0,725.0,788,29,816,9,132,973,6
EASY,68,50.0,13600.0,626.6,788,26,816,9,132,973,6
HARD,121,50.0,24200.0,13780.3,1355,521,1452,9,132,973,6
HARD,121,50.0,24200.0,10860.1,1355,416,1452,9,132,973,6
HARD,121,50.0,24200.0,1384.0,1355,58,1452,9,132,973,6
EASY,164,50.0,32800.0,1625.2,1541,68,1968,9,132,973,6
HARD,121,50.0,24200.0,8793.9,1355,345,1452,9,132,973,6
EASY,68,50.0,13600.0,723.0,788,30,816,9,132,973,6
HARD,117,40.0,51480.0,8103.2,847,335,3861,9,24,744,4
EASY,62,40.0,27280.0,819.1,847,30,2046,9,24,744,4
HARD,117,40.0,51480.0,3379.7,847,136,3861,9,24,744,4
HARD,117,40.0,51480.0,1582.0,847,60,3861,9,24,744,4
EASY,62,40.0,27280.0,578.5,847,21,2046,9,24,744,4
EASY,59,40.0,25960.0,1577.3,847,60,1947,9,24,744,4
EASY,59,40.0,25960.0,1491.6,847,57,1947,9,24,744,4
HARD,92,40.0,40480.0,3041.9,847,121,3036,9,24,744,4
EASY,59,40.0,25960.0,690.9,847,27,1947,9,24,744,4
HARD,155,50.0,155000.0,40038.9,7903,1584,9300,10,140,1266,5
EASY,107,50.0,107000.0,3904.2,6025,159,6420,10,140,1266,5
EASY,169,50.0,169000.0,12454.2,8023,526,10140,10,140,1266,5
HARD,71,50.0,71000.0,5611.0,4188,201,4260,10,140,1266,5
HARD,155,50.0,155000.0,13748.0,7903,521,9300,10,140,1266,5
EASY,107,50.0,107000.0,16727.8,6025,716,6420,10,140,1266,5
EASY,107,50.0,107000.0,17625.2,6025,746,6420,10,140,1266,5
HARD,71,50.0,71000.0,17194.7,4188,660,4260,10,140,1266,5
EASY,169,50.0,169000.0,17543.0,8014,742,10140,10,140,1266,5
HARD,155,50.0,155000.0,60797.7,7903,2438,9300,10,140,1266,5
HARD,105,33.0,24255.0,4648.2,745,185,2205,6,35,512,7
EASY,88,33.0,20328.0,1485.3,728,54,1848,6,35,512,7
EASY,37,33.0,8547.0,0.0,521,0,777,6,35,512,7
HARD,105,33.0,24255.0,3524.3,745,130,2205,6,35,512,7
EASY,37,33.0,8547.0,241.9,521,9,777,6,35,512,7
HARD,140,33.0,32340.0,9015.4,746,368,2940,6,35,512,7
HARD,111,16.0,28416.0,42279.5,5071,1699,5328,7,133,813,7
EASY,188,16.0,48128.0,18549.3,6224,758,9024,7,133,813,7
HARD,111,16.0,28416.0,19019.9,5071,749,5328,7,133,813,7
EASY,103,16.0,26368.0,2542.5,4496,97,4944,7,133,813,7
HARD,111,16.0,28416.0,10847.5,5071,410,5328,7,133,813,7
EASY,103,16.0,26368.0,19095.3,4496,800,4944,7,133,813,7
HARD,86,16.0,22016.0,43829.6,4097,1738,4128,7,133,813,7
HARD,158,25.0,19750.0,9787.1,1339,398,2370,8,96,1180,4
EASY,188,25.0,23500.0,0.0,1339,0,2820,8,96,1180,4
HARD,47,25.0,5875.0,6802.6,699,261,705,8,96,1180,4
EASY,95,25.0,11875.0,4719.0,1204,180,1425,8,96,1180,4
HARD,158,25.0,19750.0,11293.6,1339,444,2370,8,96,1180,4
EASY,188,25.0,23500.0,0.0,1339,0,2820,8,96,1180,4
HARD,158,25.0,19750.0,1306.7,1339,56,2370,8,96,1180,4
EASY,188,25.0,23500.0,0.0,1339,0,2820,8,96,1180,4
HARD,153,46.0,28152.0,0.0,603,0,1836,6,56,809,8
EASY,48,46.0,8832.0,484.2,432,18,576,6,56,809,8
HARD,153,46.0,28152.0,2686.0,603,111,1836,6,56,809,8
EASY,167,46.0,30728.0,3197.0,603,122,2004,6,56,809,8
HARD,121,46.0,22264.0,6718.0,603,268,1452,6,56,809,8
EASY,167,46.0,30728.0,2332.4,603,84,2004,6,56,809,8
HARD,122,32.0,50752.0,39716.6,4632,1494,4758,8,261,748,9
HARD,122,32.0,50752.0,24738.6,4632,927,4758,8,261,748,9
EASY,54,32.0,22464.0,21111.2,2104,877,2106,8,261,748,9
HARD,112,32.0,46592.0,24055.7,4326,879,4368,8,261,748,9
EASY,54,32.0,22464.0,4050.0,2104,162,2106,8,261,748,9
EASY,54,32.0,22464.0,19494.2,2104,809,2106,8,261,748,9
HARD,122,32.0,50752.0,78185.4,4632,2970,4758,8,261,748,9
EASY,108,32.0,44928.0,50289.8,4104,2055,4212,8,261,748,9
HARD,33,34.0,5610.0,1925.1,357,72,495,9,154,1029,7
EASY,104,34.0,17680.0,3235.2,1486,135,1560,9,154,1029,7
HARD,158,34.0,26860.0,22105.6,2191,878,2370,9,154,1029,7
EASY,170,34.0,28900.0,6787.0,2227,256,2550,9,154,1029,7
HARD,158,34.0,26860.0,17810.2,2191,692,2370,9,154,1029,7
EASY,170,34.0,28900.0,3081.7,2227,126,2550,9,154,1029,7
HARD,33,34.0,5610.0,1925.1,357,72,495,9,154,1029,7
EASY,170,34.0,28900.0,1629.9,2227,65,2550,9,154,1029,7
HARD,33,34.0,5610.0,3182.9,357,120,495,9,154,1029,7
HARD,58,42.0,36540.0,7952.3,2376,297,2610,9,200,991,8
EASY,98,42.0,61740.0,12050.6,4293,503,4410,9,200,991,8
EASY,98,42.0,61740.0,22074.5,4293,919,4410,9,200,991,8
EASY,117,42.0,73710.0,8256.0,5074,322,5265,9,200,991,8
HARD,135,42.0,85050.0,15042.8,5983,564,6075,9,200,991,8
HARD,135,42.0,85050.0,65035.2,5983,2550,6075,9,200,991,8
HARD,135,42.0,85050.0,46682.1,5983,1811,6075,9,200,991,8
EASY,117,42.0,73710.0,32877.7,5074,1377,5265,9,200,991,8
EASY,98,42.0,61740.0,13917.5,4293,574,4410,9,200,991,8
EASY,112,24.0,18816.0,1315.8,2064,52,2352,12,126,1776,9
HARD,162,24.0,27216.0,15400.6,2628,614,3402,12,126,1776,9
HARD,135,24.0,22680.0,12239.7,2460,492,2835,12,126,1776,9
EASY,112,24.0,18816.0,7811.0,2064,298,2352,12,126,1776,9
HARD,162,24.0,27216.0,15729.8,2628,613,3402,12,126,1776,9
HARD,135,24.0,22680.0,0.0,2460,0,2835,12,126,1776,9
